,Date,Long_rate,Country,Variable_long,Short_rate,Variable_short
0,2013,8.19666666666667,AO,FIGB_PA,,
1,2014,8.16666666666667,AO,FIGB_PA,,
2,2015,7.77,AO,FIGB_PA,,
3,2016,7.75166666666667,AO,FIGB_PA,,
4,2017,7.58333333333333,AO,FIGB_PA,,
5,2018,5.625,AO,FIGB_PA,,
6,1995,114.228888888889,AM,FIGB_PA,,
7,2000,25.5117383157638,AM,FIGB_PA,,
8,2001,23.1503333333333,AM,FIGB_PA,,
9,2002,17.4415900996534,AM,FIGB_PA,,
10,2003,15.7123529761905,AM,FIGB_PA,,
11,2004,8.20861632104455,AM,FIGB_PA,,
12,2005,5.1832375,AM,FIGB_PA,,
13,2006,5.85706491596639,AM,FIGB_PA,,
14,2007,6.5621625,AM,FIGB_PA,,
15,2008,8.32171231119544,AM,FIGB_PA,,
16,2009,11.8599542551728,AM,FIGB_PA,,
17,2010,13.8820128726145,AM,FIGB_PA,,
18,2011,13.7980278130288,AM,FIGB_PA,,
19,2012,14.3002047697647,AM,FIGB_PA,,
20,2013,13.2034138827596,AM,FIGB_PA,,
21,2014,9.822525,AM,FIGB_PA,,
22,2015,14.410047254447,AM,FIGB_PA,,
23,2016,12.3664826802,AM,FIGB_PA,,
24,2017,8.77250490117572,AM,FIGB_PA,,
25,2018,8.1,AM,FIGB_PA,,
26,2019,7.6412125,AM,FIGB_PA,,
27,2020,6.77888285175954,AM,FIGB_PA,,
28,1995,9.21089527658369,AU,FIGB_PA,,
29,1996,8.20920705749882,AU,FIGB_PA,,
30,1997,6.95491854388937,AU,FIGB_PA,,
31,1998,5.49297052826401,AU,FIGB_PA,,
32,1999,6.00931194298328,AU,FIGB_PA,,
33,2000,6.31456933440806,AU,FIGB_PA,,
34,2001,5.61526432840721,AU,FIGB_PA,,
35,2002,5.84395771110088,AU,FIGB_PA,,
36,2003,5.36677549770342,AU,FIGB_PA,,
37,2004,5.59077450749734,AU,FIGB_PA,,
38,2005,5.33997311398556,AU,FIGB_PA,,
39,2006,5.5878722441858,AU,FIGB_PA,,
40,2007,5.99452083739212,AU,FIGB_PA,,
41,2008,5.81794393964159,AU,FIGB_PA,,
42,2009,5.03951184202271,AU,FIGB_PA,,
43,2010,5.36604166666667,AU,FIGB_PA,,
44,2011,4.87958333333333,AU,FIGB_PA,,
45,2012,3.37916666666667,AU,FIGB_PA,,
46,2013,3.69666666666667,AU,FIGB_PA,,
47,2014,3.65541666666667,AU,FIGB_PA,,
48,2015,2.71020833333333,AU,FIGB_PA,,
49,2016,2.33354166666667,AU,FIGB_PA,,
50,2017,2.63916666666667,AU,FIGB_PA,,
51,2018,2.68416666666667,AU,FIGB_PA,,
52,2019,1.48416666666667,AU,FIGB_PA,,
53,1995,7.13416666666667,AT,FIGB_PA,,
54,1996,6.3225,AT,FIGB_PA,,
55,1997,5.6825,AT,FIGB_PA,,
56,1998,4.7125,AT,FIGB_PA,,
57,1999,4.67916666666667,AT,FIGB_PA,,
58,2000,5.55666666666667,AT,FIGB_PA,,
59,2001,5.07916666666667,AT,FIGB_PA,,
60,2002,4.96416666666667,AT,FIGB_PA,,
61,2003,4.14083333333333,AT,FIGB_PA,,
62,2004,4.13083333333333,AT,FIGB_PA,,
63,2005,3.39416666666667,AT,FIGB_PA,,
64,2006,3.8,AT,FIGB_PA,,
65,2007,4.2975,AT,FIGB_PA,,
66,2008,4.35833333333333,AT,FIGB_PA,,
67,2009,3.93666666666667,AT,FIGB_PA,,
68,2010,3.22583333333333,AT,FIGB_PA,,
69,2011,3.31916666666667,AT,FIGB_PA,,
70,2012,2.3725,AT,FIGB_PA,,
71,2013,2.01,AT,FIGB_PA,,
72,2014,1.4875,AT,FIGB_PA,,
73,2015,0.745833333333333,AT,FIGB_PA,,
74,2016,0.376666666666667,AT,FIGB_PA,,
75,2017,0.576666666666667,AT,FIGB_PA,,
76,2006,12.4475,BD,FIGB_PA,,
77,2007,12.1483333333333,BD,FIGB_PA,,
78,2008,11.7216666666667,BD,FIGB_PA,,
79,2009,10.1433333333333,BD,FIGB_PA,,
80,2010,8.86,BD,FIGB_PA,,
81,2011,9.4925,BD,FIGB_PA,,
82,2012,11.5966666666667,BD,FIGB_PA,,
83,2013,12.125,BD,FIGB_PA,,
84,2014,11.487275,BD,FIGB_PA,,
85,2015,9.43833333333333,BD,FIGB_PA,,
86,2016,7.01833333333333,BD,FIGB_PA,,
87,2017,6.8725,BD,FIGB_PA,,
88,2018,7.21,BD,FIGB_PA,,
89,2019,8.50291666666667,BD,FIGB_PA,,
90,2020,7.67166666666667,BD,FIGB_PA,,
91,1995,7.48083333333333,BE,FIGB_PA,,
92,1996,6.4925,BE,FIGB_PA,,
93,1997,5.75333333333333,BE,FIGB_PA,,
94,1998,4.75166666666667,BE,FIGB_PA,,
95,1999,4.74916666666667,BE,FIGB_PA,,
96,2000,5.5925,BE,FIGB_PA,,
97,2001,5.13083333333333,BE,FIGB_PA,,
98,2002,4.98666666666667,BE,FIGB_PA,,
99,2003,4.18083333333333,BE,FIGB_PA,,
100,2004,4.1525,BE,FIGB_PA,,
101,2005,3.42833333333333,BE,FIGB_PA,,
102,2006,3.815,BE,FIGB_PA,,
103,2007,4.32833333333333,BE,FIGB_PA,,
104,2008,4.4175,BE,FIGB_PA,,
105,2009,3.90166666666667,BE,FIGB_PA,,
106,2010,3.4625,BE,FIGB_PA,,
107,2011,4.23333333333333,BE,FIGB_PA,,
108,2012,3,BE,FIGB_PA,,
109,2013,2.41,BE,FIGB_PA,,
110,2014,1.71333333333333,BE,FIGB_PA,,
111,2015,0.84,BE,FIGB_PA,,
112,2016,0.475833333333333,BE,FIGB_PA,,
113,2017,0.73125,BE,FIGB_PA,,
114,2003,10.5388888888889,BW,FIGB_PA,,
115,2004,10.0666666666667,BW,FIGB_PA,,
116,2005,9.49,BW,FIGB_PA,,
117,2006,11.5963916666667,BW,FIGB_PA,,
118,2007,10.7344416666667,BW,FIGB_PA,,
119,2008,10.1891666666667,BW,FIGB_PA,,
120,2009,8.62895833333333,BW,FIGB_PA,,
121,2010,7.68729166666667,BW,FIGB_PA,,
122,2011,7.435,BW,FIGB_PA,,
123,2012,5.665,BW,FIGB_PA,,
124,2013,5.013,BW,FIGB_PA,,
125,2014,4.21116666666667,BW,FIGB_PA,,
126,2015,3.666,BW,FIGB_PA,,
127,2016,5.76316666666667,BW,FIGB_PA,,
128,2017,5.4775,BW,FIGB_PA,,
129,2018,5.27383333333333,BW,FIGB_PA,,
130,2019,5.089,BW,FIGB_PA,,
131,2020,5.08654166666667,BW,FIGB_PA,,
132,2003,6.44666666666667,BG,FIGB_PA,,
133,2004,5.36,BG,FIGB_PA,,
134,2005,3.87416666666667,BG,FIGB_PA,,
135,2006,4.18333333333333,BG,FIGB_PA,,
136,2007,4.53916666666667,BG,FIGB_PA,,
137,2008,5.37666666666667,BG,FIGB_PA,,
138,2009,7.215,BG,FIGB_PA,,
139,2010,6.00446666666667,BG,FIGB_PA,,
140,2011,5.35684166666667,BG,FIGB_PA,,
141,2012,4.49741666666667,BG,FIGB_PA,,
142,2013,3.47295,BG,FIGB_PA,,
143,2014,3.3475,BG,FIGB_PA,,
144,2015,2.49060833333333,BG,FIGB_PA,,
145,2016,2.270575,BG,FIGB_PA,,
146,2017,1.60273333333333,BG,FIGB_PA,,
147,2018,0.892175,BG,FIGB_PA,,
148,2019,0.429,BG,FIGB_PA,,
149,2020,0.252816666666667,BG,FIGB_PA,,
150,2012,6.5,BF,FIGB_PA,,
151,2013,6.5,BF,FIGB_PA,,
152,2014,6.25,BF,FIGB_PA,,
153,2015,6,BF,FIGB_PA,,
154,1995,8.28083333333333,CA,FIGB_PA,,
155,1996,7.50333333333333,CA,FIGB_PA,,
156,1997,6.42416666666667,CA,FIGB_PA,,
157,1998,5.465,CA,FIGB_PA,,
158,1999,5.69083333333333,CA,FIGB_PA,,
159,2000,5.88583333333333,CA,FIGB_PA,,
160,2001,5.7825,CA,FIGB_PA,,
161,2002,5.66166666666667,CA,FIGB_PA,,
162,2003,5.27833333333333,CA,FIGB_PA,,
163,2004,5.08083333333333,CA,FIGB_PA,,
164,2005,4.38583333333333,CA,FIGB_PA,,
165,2006,4.29916666666667,CA,FIGB_PA,,
166,2007,4.335,CA,FIGB_PA,,
167,2008,4.04,CA,FIGB_PA,,
168,2009,3.89083333333333,CA,FIGB_PA,,
169,2010,3.6575,CA,FIGB_PA,,
170,2011,3.21416666666667,CA,FIGB_PA,,
171,2012,2.33166666666667,CA,FIGB_PA,,
172,2013,2.71833333333333,CA,FIGB_PA,,
173,2014,2.59833333333333,CA,FIGB_PA,,
174,2015,2.02333333333333,CA,FIGB_PA,,
175,2016,1.80416666666667,CA,FIGB_PA,,
176,2017,2.13333333333333,CA,FIGB_PA,,
177,2012,6.25,CI,FIGB_PA,,
178,2013,6.35,CI,FIGB_PA,,
179,2015,5.75,CI,FIGB_PA,,
180,1997,6.93,CY,FIGB_PA,,
181,1998,7.22166666666667,CY,FIGB_PA,,
182,1999,7.34333333333333,CY,FIGB_PA,,
183,2000,7.53916666666667,CY,FIGB_PA,,
184,2001,7.625,CY,FIGB_PA,,
185,2002,5.69666666666667,CY,FIGB_PA,,
186,2003,4.74333333333333,CY,FIGB_PA,,
187,2004,5.7975,CY,FIGB_PA,,
188,2005,5.16166666666667,CY,FIGB_PA,,
189,2006,4.13416666666667,CY,FIGB_PA,,
190,2007,4.475,CY,FIGB_PA,,
191,2008,4.6,CY,FIGB_PA,,
192,2009,4.6,CY,FIGB_PA,,
193,2010,4.6,CY,FIGB_PA,,
194,2011,5.7875,CY,FIGB_PA,,
195,2012,7,CY,FIGB_PA,,
196,2013,6.5,CY,FIGB_PA,,
197,2014,6,CY,FIGB_PA,,
198,2015,4.53666666666667,CY,FIGB_PA,,
199,2016,3.7725,CY,FIGB_PA,,
200,2017,2.62333333333333,CY,FIGB_PA,,
201,2018,2.1825,CY,FIGB_PA,,
202,2019,1.07083333333333,CY,FIGB_PA,,
203,2020,0.876666666666667,CY,FIGB_PA,,
204,2000,6.93444444444444,CZ,FIGB_PA,,
205,2001,6.31416666666667,CZ,FIGB_PA,,
206,2002,4.87666666666667,CZ,FIGB_PA,,
207,2003,4.11583333333333,CZ,FIGB_PA,,
208,2004,4.75416666666667,CZ,FIGB_PA,,
209,2005,3.51416666666667,CZ,FIGB_PA,,
210,2006,3.77833333333333,CZ,FIGB_PA,,
211,2007,4.28,CZ,FIGB_PA,,
212,2008,4.63358333333333,CZ,FIGB_PA,,
213,2009,4.8375,CZ,FIGB_PA,,
214,2010,3.88483333333333,CZ,FIGB_PA,,
215,2011,3.70741666666667,CZ,FIGB_PA,,
216,2012,2.80210129663769,CZ,FIGB_PA,,
217,2013,2.10952301119547,CZ,FIGB_PA,,
218,2014,1.57583333333333,CZ,FIGB_PA,,
219,2015,0.57394768921469,CZ,FIGB_PA,,
220,2016,0.427469041088716,CZ,FIGB_PA,,
221,2017,0.980641279773072,CZ,FIGB_PA,,
222,2018,1.98112341948439,CZ,FIGB_PA,,
223,2019,1.54811600860504,CZ,FIGB_PA,,
224,2020,1.12878590613419,CZ,FIGB_PA,,
225,1995,8.26916666666667,DK,FIGB_PA,,
226,1996,7.19416666666667,DK,FIGB_PA,,
227,1997,6.25416666666667,DK,FIGB_PA,,
228,1998,4.9375,DK,FIGB_PA,,
229,1999,4.91,DK,FIGB_PA,,
230,2000,5.64166666666667,DK,FIGB_PA,,
231,2001,5.07916666666667,DK,FIGB_PA,,
232,2002,5.05583333333333,DK,FIGB_PA,,
233,2003,4.30833333333333,DK,FIGB_PA,,
234,2004,4.305,DK,FIGB_PA,,
235,2005,3.40416666666667,DK,FIGB_PA,,
236,2006,3.81166666666667,DK,FIGB_PA,,
237,2007,4.28583333333333,DK,FIGB_PA,,
238,2008,4.28166666666667,DK,FIGB_PA,,
239,2009,3.5875,DK,FIGB_PA,,
240,2010,2.9275,DK,FIGB_PA,,
241,2011,2.73058333333333,DK,FIGB_PA,,
242,2012,1.40333333333333,DK,FIGB_PA,,
243,2013,1.74583333333333,DK,FIGB_PA,,
244,2014,1.32666666666667,DK,FIGB_PA,,
245,2015,0.69,DK,FIGB_PA,,
246,2016,0.320833333333333,DK,FIGB_PA,,
247,2017,0.515,DK,FIGB_PA,,
248,2018,0.456666666666667,DK,FIGB_PA,,
249,2019,-0.181666666666667,DK,FIGB_PA,,
250,2020,-0.358333333333333,DK,FIGB_PA,,
251,1995,13,ET,FIGB_PA,,
252,1996,13,ET,FIGB_PA,,
253,1997,12.82,ET,FIGB_PA,,
254,2003,3.05,ET,FIGB_PA,,
255,2004,3.91488095238095,ET,FIGB_PA,,
256,2005,3.97619047619048,ET,FIGB_PA,,
257,2006,4,ET,FIGB_PA,,
258,2007,4,ET,FIGB_PA,,
259,2008,4,ET,FIGB_PA,,
260,1995,8.72916666666667,U2,FIGB_PA,,
261,1996,7.2325,U2,FIGB_PA,,
262,1997,5.95833333333333,U2,FIGB_PA,,
263,1998,4.70333333333333,U2,FIGB_PA,,
264,1999,4.65515,U2,FIGB_PA,,
265,2000,5.438875,U2,FIGB_PA,,
266,2001,5.0273,U2,FIGB_PA,,
267,2002,4.92290833333333,U2,FIGB_PA,,
268,2003,4.16085833333333,U2,FIGB_PA,,
269,2004,4.14079166666667,U2,FIGB_PA,,
270,2005,3.440875,U2,FIGB_PA,,
271,2006,3.85951666666667,U2,FIGB_PA,,
272,2007,4.33176666666667,U2,FIGB_PA,,
273,2008,4.35503333333333,U2,FIGB_PA,,
274,2009,4.0301,U2,FIGB_PA,,
275,2010,3.784725,U2,FIGB_PA,,
276,2011,4.31229166666667,U2,FIGB_PA,,
277,2012,3.05313333333333,U2,FIGB_PA,,
278,2013,3.01155833333333,U2,FIGB_PA,,
279,2014,2.28260833333333,U2,FIGB_PA,,
280,2015,1.27115833333333,U2,FIGB_PA,-0.244166666666667,FITB_3M_PA
281,2016,0.930625,U2,FIGB_PA,-0.563313083333333,FITB_3M_PA
282,2017,1.31329166666667,U2,FIGB_PA,-0.612043666666667,FITB_3M_PA
283,2001,5.91,FJ,FIGB_PA,,
284,2002,5.86875,FJ,FIGB_PA,,
285,2003,5.18722222222222,FJ,FIGB_PA,,
286,2004,4.78938095238095,FJ,FIGB_PA,,
287,2005,4.80921637725429,FJ,FIGB_PA,,
288,2006,7.700562631586,FJ,FIGB_PA,,
289,2007,7.41666666666667,FJ,FIGB_PA,,
290,2008,7.03460900084539,FJ,FIGB_PA,,
291,2009,4.23219196158135,FJ,FIGB_PA,,
292,2012,6.13408534290917,FJ,FIGB_PA,,
293,2013,5.08916666666667,FJ,FIGB_PA,,
294,2014,4.57750487987988,FJ,FIGB_PA,,
295,2015,5.17458333333333,FJ,FIGB_PA,,
296,2016,5.83916077437121,FJ,FIGB_PA,,
297,2017,6.14333333333333,FJ,FIGB_PA,,
298,2018,6,FJ,FIGB_PA,,
299,2019,6,FJ,FIGB_PA,,
300,2020,5.31777777777778,FJ,FIGB_PA,,
301,1995,8.7925,FI,FIGB_PA,,
302,1996,7.07666666666667,FI,FIGB_PA,,
303,1997,5.9575,FI,FIGB_PA,,
304,1998,4.7875,FI,FIGB_PA,,
305,1999,4.72416666666667,FI,FIGB_PA,,
306,2000,5.48333333333333,FI,FIGB_PA,,
307,2001,5.04333333333333,FI,FIGB_PA,,
308,2002,4.98083333333333,FI,FIGB_PA,,
309,2003,4.13416666666667,FI,FIGB_PA,,
310,2004,4.11,FI,FIGB_PA,,
311,2005,3.35166666666667,FI,FIGB_PA,,
312,2006,3.78333333333333,FI,FIGB_PA,,
313,2007,4.29254542557714,FI,FIGB_PA,,
314,2008,4.28973224815167,FI,FIGB_PA,,
315,2009,3.73884547340849,FI,FIGB_PA,,
316,2010,3.01290969807589,FI,FIGB_PA,,
317,2011,3.00587516233766,FI,FIGB_PA,,
318,2012,1.88419111896212,FI,FIGB_PA,,
319,2013,1.86087718691492,FI,FIGB_PA,,
320,2014,1.44927441666667,FI,FIGB_PA,,
321,2015,0.723133015214254,FI,FIGB_PA,,
322,2016,0.363164311594203,FI,FIGB_PA,,
323,2017,0.548126949156512,FI,FIGB_PA,,
324,1995,7.535,FR,FIGB_PA,6.6125,FITB_3M_PA
325,1996,6.31083333333333,FR,FIGB_PA,3.85583333333333,FITB_3M_PA
326,1997,5.58166666666667,FR,FIGB_PA,3.36583333333333,FITB_3M_PA
327,1998,4.64,FR,FIGB_PA,3.46583333333333,FITB_3M_PA
328,1999,4.60833333333333,FR,FIGB_PA,2.730525,FITB_3M_PA
329,2000,5.39416666666667,FR,FIGB_PA,4.240525,FITB_3M_PA
330,2001,4.93916666666667,FR,FIGB_PA,4.2579,FITB_3M_PA
331,2002,4.86,FR,FIGB_PA,3.29513333333333,FITB_3M_PA
332,2003,4.13,FR,FIGB_PA,2.27554166666667,FITB_3M_PA
333,2004,4.09833333333333,FR,FIGB_PA,2.02490833333333,FITB_3M_PA
334,2005,3.41,FR,FIGB_PA,2.07104166666667,FITB_3M_PA
335,2006,3.79666666666667,FR,FIGB_PA,2.88915,FITB_3M_PA
336,2007,4.30416666666667,FR,FIGB_PA,3.86405,FITB_3M_PA
337,2008,4.23416666666667,FR,FIGB_PA,3.61893333333333,FITB_3M_PA
338,2009,3.64919166666667,FR,FIGB_PA,0.647225,FITB_3M_PA
339,2010,3.1171,FR,FIGB_PA,0.376258333333333,FITB_3M_PA
340,2011,3.32121666666667,FR,FIGB_PA,0.693358333333333,FITB_3M_PA
341,2012,2.53618333333333,FR,FIGB_PA,0.0493333333333333,FITB_3M_PA
342,2013,2.20460833333333,FR,FIGB_PA,0.0430666666666667,FITB_3M_PA
343,2014,1.6674,FR,FIGB_PA,0.0572916666666667,FITB_3M_PA
344,2015,0.844408333333333,FR,FIGB_PA,-0.199075,FITB_3M_PA
345,2016,0.467066666666667,FR,FIGB_PA,-0.556266666666667,FITB_3M_PA
346,2017,0.924683333333333,FR,FIGB_PA,-0.61525,FITB_3M_PA
347,1995,6.85,DE,FIGB_PA,,
348,1996,6.21583333333333,DE,FIGB_PA,,
349,1997,5.64083333333333,DE,FIGB_PA,,
350,1998,4.57166666666667,DE,FIGB_PA,,
351,1999,4.49083333333333,DE,FIGB_PA,,
352,2000,5.26333333333333,DE,FIGB_PA,,
353,2001,4.7975,DE,FIGB_PA,,
354,2002,4.7825,DE,FIGB_PA,,
355,2003,4.07083333333333,DE,FIGB_PA,,
356,2004,4.03666666666667,DE,FIGB_PA,,
357,2005,3.35333333333333,DE,FIGB_PA,,
358,2006,3.7625,DE,FIGB_PA,,
359,2007,4.21666666666667,DE,FIGB_PA,,
360,2008,3.98416666666667,DE,FIGB_PA,,
361,2009,3.2225,DE,FIGB_PA,,
362,2010,2.74333333333333,DE,FIGB_PA,,
363,2011,2.60666666666667,DE,FIGB_PA,,
364,2012,1.495,DE,FIGB_PA,,
365,2013,1.57,DE,FIGB_PA,,
366,2014,1.16333333333333,DE,FIGB_PA,,
367,2015,0.495833333333333,DE,FIGB_PA,,
368,2016,0.09,DE,FIGB_PA,,
369,2017,0.283333333333333,DE,FIGB_PA,,
370,2004,21.195,GH,FIGB_PA,,
371,2005,20.5375,GH,FIGB_PA,,
372,2006,16.4222222222222,GH,FIGB_PA,,
373,2007,12.7063888888889,GH,FIGB_PA,,
374,2008,14.8883333333333,GH,FIGB_PA,,
375,2009,16,GH,FIGB_PA,,
376,2010,15.14,GH,FIGB_PA,,
377,2011,13.425,GH,FIGB_PA,,
378,2012,20.4141666666667,GH,FIGB_PA,,
379,2013,18.2366666666667,GH,FIGB_PA,,
380,2014,24.3366666666667,GH,FIGB_PA,,
381,2015,23.5191666666667,GH,FIGB_PA,,
382,2016,24.3958333333333,GH,FIGB_PA,,
383,2017,20.0833333333333,GH,FIGB_PA,,
384,2018,17.7916666666667,GH,FIGB_PA,,
385,2019,19.8,GH,FIGB_PA,,
386,2020,19.4416666666667,GH,FIGB_PA,,
387,1995,16.9591666666667,GR,FIGB_PA,,
388,1996,14.4333333333333,GR,FIGB_PA,,
389,1997,9.91916666666667,GR,FIGB_PA,,
390,1998,8.4825,GR,FIGB_PA,,
391,1999,6.2975,GR,FIGB_PA,,
392,2000,6.1,GR,FIGB_PA,,
393,2001,5.30333333333333,GR,FIGB_PA,,
394,2002,5.1225,GR,FIGB_PA,,
395,2003,4.2675,GR,FIGB_PA,,
396,2004,4.25583333333333,GR,FIGB_PA,,
397,2005,3.585,GR,FIGB_PA,,
398,2006,4.07,GR,FIGB_PA,,
399,2007,4.5,GR,FIGB_PA,,
400,2008,4.8025,GR,FIGB_PA,,
401,2009,5.17416666666667,GR,FIGB_PA,,
402,2010,9.09166666666667,GR,FIGB_PA,,
403,2011,15.7491666666667,GR,FIGB_PA,,
404,2012,22.4983333333333,GR,FIGB_PA,,
405,2013,10.0541666666667,GR,FIGB_PA,,
406,2014,6.92916666666667,GR,FIGB_PA,,
407,2015,9.81333333333333,GR,FIGB_PA,,
408,2016,8.36,GR,FIGB_PA,,
409,2017,5.97833333333333,GR,FIGB_PA,,
410,2018,4.185,GR,FIGB_PA,,
411,2019,2.58583333333333,GR,FIGB_PA,,
412,2020,1.27166666666667,GR,FIGB_PA,,
413,2001,7.945,HU,FIGB_PA,,
414,2002,7.085,HU,FIGB_PA,,
415,2003,6.82333333333333,HU,FIGB_PA,,
416,2004,8.18916666666667,HU,FIGB_PA,,
417,2005,6.59916666666667,HU,FIGB_PA,,
418,2006,7.11583333333333,HU,FIGB_PA,,
419,2007,6.74416666666667,HU,FIGB_PA,,
420,2008,8.23833333333333,HU,FIGB_PA,,
421,2009,9.12333333333333,HU,FIGB_PA,,
422,2010,7.282125,HU,FIGB_PA,,
423,2011,7.63515833333333,HU,FIGB_PA,,
424,2012,7.89083333333333,HU,FIGB_PA,,
425,2013,5.92333333333333,HU,FIGB_PA,,
426,2014,4.80916666666667,HU,FIGB_PA,,
427,2015,3.4325,HU,FIGB_PA,,
428,2016,3.14333333333333,HU,FIGB_PA,,
429,2017,2.9625,HU,FIGB_PA,,
430,2018,3.05833333333333,HU,FIGB_PA,,
431,2019,2.465,HU,FIGB_PA,,
432,2020,2.225,HU,FIGB_PA,,
433,1995,7.18083333333333,IS,FIGB_PA,,
434,1996,5.61416666666667,IS,FIGB_PA,,
435,1997,5.49166666666667,IS,FIGB_PA,,
436,1998,4.73333333333333,IS,FIGB_PA,,
437,1999,4.27916666666667,IS,FIGB_PA,,
438,2000,5.34916666666667,IS,FIGB_PA,,
439,2001,5.32833333333333,IS,FIGB_PA,,
440,2002,5.2325,IS,FIGB_PA,,
441,2003,4.41416666666667,IS,FIGB_PA,,
442,2004,3.879423105,IS,FIGB_PA,,
443,2005,3.73029353333333,IS,FIGB_PA,,
444,2006,4.3173818525,IS,FIGB_PA,,
445,2007,4.96211657,IS,FIGB_PA,,
446,2008,4.300186665,IS,FIGB_PA,,
447,2009,4.29952465416667,IS,FIGB_PA,,
448,2010,3.49332216083333,IS,FIGB_PA,,
449,2011,2.94615757,IS,FIGB_PA,,
450,2012,2.27898126666667,IS,FIGB_PA,,
451,2013,2.55166666666667,IS,FIGB_PA,,
452,2014,3.1975,IS,FIGB_PA,,
453,2015,2.66083333333333,IS,FIGB_PA,,
454,2016,2.78166666666667,IS,FIGB_PA,,
455,2017,2.21666666666667,IS,FIGB_PA,,
456,2018,1.8425,IS,FIGB_PA,,
457,2019,1.08583333333333,IS,FIGB_PA,,
458,2020,0.340355115833333,IS,FIGB_PA,,
459,2005,6.9575,IN,FIGB_PA,,
460,2006,7.655,IN,FIGB_PA,,
461,2007,7.97,IN,FIGB_PA,,
462,2008,7.845,IN,FIGB_PA,,
463,2009,6.94833333333333,IN,FIGB_PA,,
464,2010,7.84506416666667,IN,FIGB_PA,,
465,2011,8.37251916666667,IN,FIGB_PA,,
466,2012,8.29416333333333,IN,FIGB_PA,,
467,2013,8.145,IN,FIGB_PA,,
468,2014,8.55583333333333,IN,FIGB_PA,,
469,2015,7.76833333333333,IN,FIGB_PA,,
470,2016,7.170725,IN,FIGB_PA,,
471,2017,6.97,IN,FIGB_PA,,
472,1995,8.255,IE,FIGB_PA,,
473,1996,7.28916666666667,IE,FIGB_PA,,
474,1997,6.29333333333333,IE,FIGB_PA,,
475,1998,4.79666666666667,IE,FIGB_PA,,
476,1999,4.71083333333333,IE,FIGB_PA,,
477,2000,5.5125,IE,FIGB_PA,,
478,2001,5.01166666666667,IE,FIGB_PA,,
479,2002,5.01,IE,FIGB_PA,,
480,2003,4.1325,IE,FIGB_PA,,
481,2004,4.07666666666667,IE,FIGB_PA,,
482,2005,3.32916666666667,IE,FIGB_PA,,
483,2006,3.765,IE,FIGB_PA,,
484,2007,4.30583333333333,IE,FIGB_PA,,
485,2008,4.52583333333333,IE,FIGB_PA,,
486,2009,5.225,IE,FIGB_PA,,
487,2010,5.73916666666667,IE,FIGB_PA,,
488,2011,9.60166666666667,IE,FIGB_PA,,
489,2012,6.17166666666667,IE,FIGB_PA,,
490,2013,3.79,IE,FIGB_PA,,
491,2014,2.3675,IE,FIGB_PA,,
492,2015,1.1825,IE,FIGB_PA,,
493,2016,0.735833333333333,IE,FIGB_PA,,
494,2017,0.951666666666667,IE,FIGB_PA,,
495,1995,12.205,IT,FIGB_PA,,
496,1996,9.40083333333333,IT,FIGB_PA,,
497,1997,6.8625,IT,FIGB_PA,,
498,1998,4.88416666666667,IT,FIGB_PA,,
499,1999,4.7275,IT,FIGB_PA,,
500,2000,5.57583333333333,IT,FIGB_PA,,
501,2001,5.18916666666667,IT,FIGB_PA,,
502,2002,5.03583333333333,IT,FIGB_PA,,
503,2003,4.24833333333333,IT,FIGB_PA,,
504,2004,4.25833333333333,IT,FIGB_PA,,
